,headline,sentiment,label
289,রোকেয়া হলে বান্ধবীর বিয়ে উপলক্ষে রুমমেটরা আয়োজন করলো 'গণ গায়ে হলুদ',0,0
290,কাজিপুরে আবাদি জমির মাটি বিক্রি; পরিবেশ বিপর্যয়ের আশঙ্কা,0,1
291,ঘুম থেকে উঠে দেখি পাছা ব্যথা করছে !,0,0
292,উল্লাপাড়ায় বিদ্যুৎস্পৃষ্ট হয়ে কৃষকের মৃত্যু,0,1
293,"ফণীর পর এবার ধেয়ে আসছে ঘুর্ণিঝড় ""GPA - 5"", সারাদেশে ৯ নম্বর বিপদ সংকেত জারি! - Bengal Beats",0,0
294,বিচিত্র উপাধিতে ম্লান নামের মহিমা,0,1
295,"নির্বাচন যার যার, আমরা সবার",1,0
296,ব্যাটসম্যানদের রান বন্যার পর ভারতীয় বোলারদের তান্ডবে কোণঠাসা ওয়েস্ট ইন্ডিজ,0,1
297,"নওয়াজের দণ্ড স্থগিত, মুক্তির নির্দেশ",1,0
298,নীলফামারীতে ৫ মাদকসেবী আটক,0,1
299,ফিক্সিংয়ের প্রস্তাব আফগানিস্তানের শাহজাদকে,1,1
300,বাংলাদেশের বিপক্ষে বিরল রেকর্ড গড়লেন ধাওয়ান,0,1
301,"আমার যে জান বেরিয়ে যায়, তা কি সে দেখে? ২৯ সেপ্টেম্বর, ২০১৮ ২২:১৮",1,1
302,ফিল্ডিংয়ে বাংলাদেশ,1,0
303,"তদন্ত কমিটির রিপোর্ট অনুযায়ী ফেসবুক ঝামেলা করায় আমরা যা করেছি, যা করতে পারিনি এবং যা করা যেত - Bengal Beats",0,0
304,"‘বাংলাদেশ যে উন্নয়নের পথে হাঁটছে, সে পথ যেন নিস্তব্ধ না হয়’",0,1
305,তিন মাসের জন্য ছিটকে গেলেন সাকিব,1,1
306,রাস্তার মাঝে হলুদ-সাদা দাগের অর্থ কী?,1,1
307,ভুটানকে উড়িয়ে ফাইনালে বাংলাদেশের মেয়েরা,1,1
308,ব্রেক্সিট ইস্যুতে যুক্তরাজ্যের সঙ্গে সমঝোতা সম্ভব: ডনাল্ড টাস্ক,1,0
309,বাংলাদেশ-নির্বাচন-পরিবর্তন,1,1
310,টেস্টে ভারতীয় ব্যাটসম্যানরা ‘শিক্ষানবিশ’: দ্রাবিড়,1,1
311,"জন্মনিয়ন্ত্রণ পিল বদলে দেয় নারীর শরীর ০৬ অক্টোবর, ২০১৮ ১২:৪৫",1,1
312,বয়স বাড়লেও শরীরটা চনমনে,0,0
313,শেখ হাসিনার অধীনে কোনও নির্বাচন নয় : মান্না,0,1
314,নির্বাচনকে কেন্দ্র করে অপরাধীদের মুক্তি নয় : তথ্যমন্ত্রী,0,1
315,"সারিয়াকান্দিতে পানি বিপদসীমার ওপরে, নতুন নতুন এলাকা প্লাবিত",0,0
316,"৫ সিনিয়র না খেললে, কারা থাকছেন টাইগার দলে? ০৮ অক্টোবর, ২০১৮ ১৩:৪৪",0,1
317,রোহিঙ্গাদের প্রতি যুক্তরাষ্ট্রের সহায়তা অব্যাহত থাকবে,0,1
318,শিশুর মরদেহ ৫ বছর লকারে রেখে দিলেন মা!,0,1
319,রায়ডুকে ফেরালেন রুবেল,0,1
320,শহিদুলের জামিন আবেদনটি আগামী রোববার থেকে কার্যতালিকায়,0,0
321,পাবনায় বন্দুকযুদ্ধে চরমপন্থি নেতা আবু নিহত,0,1
322, স্বস্তির জয় বাংলাদেশের,1,1
323,ভালোবাসা দিবসে সাশ্রয়ীমূল্যে রুম ভাড়া দিচ্ছে লাগাও অ্যাপস,1,0
324,"টিফিনের টাকা বাঁচিয়ে স্কুল শিক্ষার্থীদের চারা রোপণ ০১ অক্টোবর, ২০১৮ ২১:০১",0,1
325,ঘাটাইলে দিনমজুরকে হত্যা আটক ২,1,1
326,লাওসকে হারিয়ে সিলেট মাতাল লাল-সবুজের দল,1,1
327,আফগান ক্রিকেটে মজেছেন ধোনি,1,1
328,ইন্দোনেশিয়ায় ভূমিকম্প-সুনামিতে নিহতের সংখ্যা বেড়ে দুই হাজার,0,1
329,শিক্ষক লাঞ্ছিতের বিচার না পাওয়ায় পদত্যাগপত্র জমা,0,1
330,গণকবরে সমাহিত করা হচ্ছে ইন্দোনেশিয়ার নিহতদের,0,1
331,নারীর রাজনৈতিক ক্ষমতায়নে চাই সংরক্ষিত আসনে সরাসরি ভোট: মহিলা পরিষদ,1,1
332,যুদ্ধাপরাধ ট্রাইব্যুনালের প্রসিকিউশন টিম শেরপুরে,0,1
333,রাখাইনে সেনা অভিযানকে ‘গণহত্যা’ বললো কানাডা,1,0
334,"নির্বাচন যার যার, আমরা সবার",1,0
335,"প্রধানমন্ত্রী সবচেয়ে বুদ্ধিমতী, একটা উপায় বের করবেনই",0,0
336,বইমেলা থেকে নিঁখোজ আবুল হায়াত,0,0
337,নাজমুলের ভর্তির দায়িত্ব নিলেন কুষ্টিয়ার এসপি,1,1
338,রাবির দশম সমাবর্তনে সনদপত্র পাচ্ছেন ৬ হাজার গ্রাজুয়েট,1,1
339,নির্বিকার মুখোশধারী হয়ে পড়ছি আমরা,0,1
340,"বাবা শ্রেষ্ঠ শিক্ষক, মেয়ে সেরা শিক্ষার্থী! ২১ সেপ্টেম্বর, ২০১৮ ১৮:০১",0,0
341,"ডিস লাইনের ব্যবসা নিয়ে দুই গ্রামে সংঘর্ষ, আহত ২০",1,1
342,জানালার গ্রিল কেটে শাবিপ্রবির ছাত্রী হলে চুরি,0,0
343,ব্রাইটনেস ১০০% করেও ঠিকমত GOT-র দৃশ্য দেখতে না পেয়ে মোবাইলের শোরুম ভাংচুর করলেন এক যুবক - Bengal Beats,0,0
344,আজীবন সম্মাননা পাচ্ছেন তারা,0,1
345,খালেদার মুক্তির দাবিতে রাজধানীতে বিএনপির মিছিল,0,1
